Sweep Start (s), 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, 
0.8317, -75.77515, -75.43945, -75.65308, -75.77515, -75.80566, -75.89722, -75.59204, -75.95825, -75.77515, -75.31738, -75.62256, -75.68359, -75.71411, -75.13428, -75.22583, -75.16479, -75.01221, -75.22583, -75.22583, -75.25635, 
0.8318, -75.8667, -75.68359, -75.28687, -75.56152, -75.89722, -75.83618, -75.89722, -75.71411, -75.77515, -75.71411, -75.50049, -75.71411, -75.74463, -75.3479, -75.40894, -75.22583, -74.92065, -75.31738, -75.31738, -75.3479, 
0.8319, -75.62256, -75.53101, -75.53101, -75.50049, -75.74463, -75.65308, -75.83618, -75.98877, -75.50049, -75.83618, -75.59204, -75.56152, -75.31738, -75.46997, -75.50049, -75.31738, -74.67651, -75.43945, -75.37842, -75.31738, 
0.832, -75.46997, -75.65308, -75.80566, -75.50049, -75.56152, -75.77515, -75.59204, -75.77515, -75.8667, -75.65308, -75.80566, -75.43945, -75.62256, -75.40894, -75.46997, -75.13428, -74.79858, -75.07324, -75.43945, -75.25635, 
0.8321, -75.65308, -75.40894, -75.71411, -75.74463, -75.53101, -75.8667, -75.77515, -75.83618, -75.8667, -75.83618, -75.74463, -75.50049, -75.37842, -75.56152, -75.10376, -75.19531, -74.95117, -75.04272, -75.04272, -75.31738, 
0.8322, -75.62256, -75.80566, -75.25635, -75.43945, -75.68359, -75.53101, -75.8667, -75.95825, -75.37842, -75.74463, -75.46997, -75.71411, -75.31738, -75.31738, -75.53101, -75.22583, -74.89014, -75.3479, -75.31738, -75.04272, 
0.8323, -75.56152, -75.40894, -75.53101, -75.43945, -75.74463, -75.8667, -75.3479, -75.89722, -75.92773, -75.80566, -75.65308, -75.56152, -75.65308, -75.40894, -75.43945, -75.50049, -75.16479, -75.28687, -75.40894, -75.13428, 
0.8324, -75.53101, -75.50049, -75.50049, -75.68359, -75.77515, -75.68359, -75.59204, -75.68359, -75.89722, -75.77515, -75.71411, -75.56152, -75.46997, -75.50049, -75.53101, -75.22583, -75.22583, -75.53101, -75.16479, -75.25635, 
0.8325, -75.59204, -75.56152, -75.65308, -75.43945, -75.68359, -75.8667, -75.65308, -75.95825, -75.59204, -75.8667, -75.74463, -75.80566, -75.62256, -75.37842, -75.50049, -75.10376, -74.95117, -75.40894, -75.56152, -75.28687, 
0.8326, -75.43945, -75.50049, -75.53101, -75.65308, -75.65308, -75.74463, -75.89722, -75.95825, -75.71411, -75.77515, -75.80566, -75.80566, -75.74463, -75.46997, -75.43945, -75.22583, -74.70703, -75.3479, -75.3479, -75.53101, 
0.8327, -75.59204, -75.56152, -75.46997, -75.62256, -75.74463, -75.89722, -75.56152, -75.77515, -75.74463, -76.01929, -75.77515, -75.68359, -75.65308, -75.56152, -75.53101, -75.16479, -75.01221, -75.07324, -75.43945, -75.40894, 
0.8328, -75.62256, -75.59204, -75.68359, -75.50049, -75.83618, -75.68359, -75.8667, -75.46997, -75.83618, -75.68359, -75.74463, -75.89722, -75.50049, -75.53101, -75.65308, -75.19531, -75.13428, -75.28687, -75.01221, -75.50049, 
0.8329, -75.62256, -75.74463, -75.62256, -75.80566, -75.59204, -75.80566, -75.59204, -75.95825, -75.68359, -75.65308, -75.68359, -75.65308, -75.77515, -75.40894, -75.3479, -75.04272, -74.92065, -75.46997, -75.19531, -75.3479, 
0.833, -75.65308, -75.46997, -75.46997, -75.46997, -75.92773, -75.65308, -75.89722, -75.65308, -75.80566, -75.50049, -75.71411, -75.62256, -75.80566, -75.65308, -75.43945, -75.19531, -75.01221, -75.43945, -75.28687, -75.13428, 
0.8331, -75.65308, -75.43945, -75.71411, -75.8667, -75.80566, -75.8667, -75.59204, -75.98877, -75.68359, -75.71411, -75.74463, -75.62256, -75.59204, -75.43945, -75.50049, -75.07324, -75.22583, -75.22583, -75.53101, -75.53101, 
0.8332, -75.43945, -75.53101, -75.65308, -75.59204, -75.92773, -75.77515, -75.56152, -75.68359, -75.74463, -75.56152, -75.68359, -75.83618, -75.56152, -75.19531, -75.19531, -75.25635, -74.70703, -75.53101, -75.25635, -75.53101, 
0.8333, -75.56152, -75.46997, -75.59204, -75.59204, -75.71411, -75.92773, -75.56152, -75.74463, -75.53101, -75.95825, -75.71411, -75.43945, -75.80566, -75.74463, -75.37842, -75.22583, -74.92065, -75.07324, -75.3479, -75.43945, 
0.8334, -75.65308, -75.46997, -75.3479, -75.56152, -75.74463, -75.83618, -75.77515, -75.74463, -75.65308, -75.80566, -75.77515, -75.50049, -75.56152, -75.83618, -75.56152, -75.37842, -74.8291, -75.16479, -75.3479, -75.40894, 
0.8335, -75.53101, -75.50049, -75.71411, -75.68359, -75.98877, -75.68359, -75.83618, -75.74463, -75.83618, -75.65308, -75.92773, -75.71411, -75.59204, -75.43945, -75.62256, -75.31738, -75.13428, -74.95117, -75.13428, -75.56152, 
0.8336, -75.19531, -75.50049, -75.43945, -75.71411, -75.8667, -75.98877, -75.80566, -76.0498, -75.74463, -75.77515, -75.74463, -75.83618, -75.40894, -75.65308, -75.46997, -75.22583, -75.07324, -75.65308, -75.10376, -75.25635, 
0.8337, -75.37842, -75.43945, -75.56152, -75.37842, -75.68359, -75.92773, -75.80566, -75.68359, -75.77515, -75.50049, -75.65308, -75.65308, -75.80566, -75.53101, -75.13428, -75.56152, -75.10376, -75.3479, -75.53101, -75.50049, 
0.8338, -75.50049, -75.53101, -75.59204, -75.74463, -75.74463, -76.0498, -75.83618, -75.80566, -75.8667, -75.62256, -75.68359, -75.74463, -75.53101, -75.59204, -75.46997, -75.25635, -75.25635, -75.37842, -75.40894, -75.50049, 
0.8339, -75.3479, -75.28687, -75.31738, -75.8667, -75.89722, -75.74463, -75.71411, -75.83618, -75.74463, -75.83618, -75.65308, -75.68359, -75.74463, -75.68359, -75.46997, -75.56152, -74.92065, -75.31738, -75.40894, -75.3479, 
0.834, -75.65308, -75.46997, -75.74463, -75.37842, -75.92773, -75.98877, -75.77515, -75.89722, -75.68359, -75.65308, -75.68359, -75.65308, -75.56152, -75.80566, -75.62256, -75.16479, -75.22583, -75.3479, -75.37842, -75.56152, 
0.8341, -75.37842, -75.46997, -75.50049, -75.83618, -75.89722, -75.92773, -75.77515, -75.74463, -75.77515, -75.77515, -75.83618, -75.74463, -75.43945, -75.43945, -75.59204, -75.28687, -75.13428, -75.31738, -75.28687, -75.46997, 
0.8342, -75.46997, -75.59204, -75.46997, -75.77515, -75.98877, -75.80566, -75.77515, -75.92773, -75.89722, -75.68359, -75.56152, -75.53101, -75.77515, -75.25635, -75.50049, -75.56152, -75.10376, -75.25635, -75.43945, -75.19531, 
0.8343, -75.46997, -75.53101, -75.3479, -75.43945, -75.80566, -75.98877, -75.80566, -75.80566, -75.77515, -75.83618, -75.74463, -75.65308, -75.56152, -75.56152, -75.50049, -75.59204, -75.13428, -75.56152, -75.50049, -75.31738, 
0.8344, -75.43945, -75.43945, -75.56152, -75.3479, -75.56152, -75.83618, -75.77515, -75.92773, -75.89722, -75.59204, -75.71411, -75.74463, -75.25635, -75.71411, -75.53101, -75.04272, -75.37842, -75.40894, -75.37842, -75.43945, 
0.8345, -75.37842, -75.43945, -75.3479, -75.56152, -75.59204, -75.77515, -75.89722, -75.83618, -75.8667, -75.59204, -75.68359, -75.8667, -75.65308, -75.62256, -75.65308, -75.22583, -75.01221, -75.25635, -75.43945, -75.74463, 
0.8346, -75.53101, -75.59204, -75.65308, -75.65308, -75.74463, -75.8667, -75.59204, -75.74463, -75.8667, -75.65308, -75.37842, -75.28687, -75.68359, -75.59204, -75.62256, -75.56152, -74.98169, -75.16479, -75.50049, -75.46997, 
0.8347, -75.43945, -75.37842, -75.40894, -75.53101, -75.74463, -75.65308, -75.74463, -75.50049, -75.74463, -75.62256, -75.74463, -75.53101, -75.77515, -75.3479, -75.56152, -75.40894, -75.22583, -75.37842, -75.40894, -75.65308, 
0.8348, -75.46997, -75.22583, -75.37842, -75.43945, -75.77515, -75.8667, -75.71411, -75.89722, -75.65308, -75.71411, -75.50049, -75.71411, -75.22583, -75.80566, -75.25635, -75.46997, -75.16479, -75.43945, -75.13428, -75.59204, 
0.8349, -75.59204, -75.46997, -75.43945, -75.56152, -75.59204, -75.74463, -75.62256, -75.71411, -75.83618, -75.89722, -75.74463, -75.50049, -75.3479, -75.37842, -75.77515, -75.19531, -75.28687, -75.53101, -75.31738, -75.10376, 
0.835, -75.62256, -75.37842, -75.53101, -75.43945, -75.77515, -75.92773, -75.62256, -75.92773, -75.65308, -75.56152, -75.98877, -75.68359, -75.19531, -75.43945, -75.71411, -75.50049, -75.04272, -75.43945, -75.59204, -75.31738, 
0.8351, -75.40894, -75.46997, -75.56152, -75.3479, -75.68359, -75.65308, -75.92773, -75.74463, -75.83618, -75.43945, -75.65308, -75.89722, -75.83618, -75.56152, -75.28687, -75.56152, -75.28687, -75.53101, -75.22583, -75.65308, 
0.8352, -75.46997, -75.43945, -75.46997, -75.62256, -75.62256, -75.95825, -75.65308, -75.80566, -75.68359, -75.77515, -75.62256, -75.62256, -75.71411, -75.68359, -75.77515, -75.31738, -75.28687, -75.56152, -75.59204, -75.43945, 
0.8353, -75.50049, -75.16479, -75.59204, -75.65308, -75.77515, -75.71411, -75.92773, -75.53101, -75.80566, -75.74463, -75.37842, -75.65308, -75.68359, -75.68359, -75.53101, -75.50049, -75.13428, -75.46997, -75.62256, -75.68359, 
0.8354, -75.22583, -75.19531, -75.22583, -75.59204, -75.56152, -75.89722, -75.65308, -75.80566, -75.71411, -75.68359, -75.68359, -75.50049, -75.74463, -75.50049, -75.50049, -75.40894, -75.19531, -75.22583, -75.59204, -75.37842, 
0.8355, -75.50049, -75.46997, -75.37842, -75.28687, -75.80566, -75.74463, -75.65308, -75.74463, -75.89722, -75.8667, -75.68359, -75.62256, -75.46997, -75.59204, -75.43945, -75.40894, -75.13428, -75.50049, -75.65308, -75.31738, 
0.8356, -75.59204, -75.56152, -75.56152, -75.31738, -75.56152, -75.74463, -75.37842, -75.83618, -75.3479, -75.92773, -75.68359, -75.46997, -75.37842, -75.25635, -75.46997, -75.50049, -75.22583, -75.40894, -75.56152, -75.59204, 
0.8357, -75.71411, -75.43945, -75.43945, -75.40894, -75.77515, -75.71411, -75.50049, -75.95825, -75.68359, -75.68359, -75.74463, -75.59204, -75.80566, -75.31738, -75.28687, -75.28687, -75.3479, -75.3479, -75.31738, -75.59204, 
0.8358, -75.59204, -75.56152, -75.46997, -75.62256, -75.80566, -75.83618, -75.50049, -75.80566, -75.74463, -75.62256, -75.25635, -75.46997, -75.65308, -75.68359, -75.3479, -75.50049, -75.19531, -75.43945, -75.40894, -75.22583, 
0.8359, -75.3479, -75.56152, -75.59204, -75.53101, -75.68359, -75.80566, -75.56152, -75.62256, -75.71411, -75.83618, -75.50049, -75.53101, -75.65308, -75.68359, -75.59204, -75.16479, -75.22583, -75.40894, -75.40894, -75.50049, 
0.836, -75.46997, -75.50049, -75.77515, -75.62256, -75.65308, -75.77515, -75.83618, -75.80566, -75.95825, -75.68359, -75.89722, -75.59204, -75.77515, -75.50049, -75.65308, -75.59204, -75.10376, -75.25635, -75.37842, -75.3479, 
0.8361, -75.22583, -75.37842, -75.53101, -75.77515, -75.8667, -75.59204, -75.68359, -75.71411, -75.80566, -75.59204, -75.59204, -75.74463, -75.65308, -75.53101, -75.59204, -75.56152, -75.28687, -75.25635, -75.43945, -75.43945, 
0.8362, -75.43945, -75.07324, -75.3479, -75.74463, -75.89722, -75.80566, -75.40894, -75.68359, -75.65308, -75.77515, -75.83618, -75.56152, -75.80566, -75.50049, -75.62256, -75.37842, -75.28687, -75.53101, -75.37842, -75.62256, 
0.8363, -75.19531, -75.40894, -75.53101, -75.22583, -75.83618, -75.83618, -75.65308, -75.65308, -75.56152, -75.71411, -75.56152, -75.68359, -75.71411, -75.71411, -75.37842, -75.43945, -75.16479, -75.19531, -75.53101, -75.46997, 
0.8364, -75.62256, -75.28687, -75.40894, -75.37842, -75.31738, -75.74463, -75.65308, -75.62256, -75.62256, -75.59204, -75.53101, -75.65308, -75.56152, -75.37842, -75.56152, -75.31738, -75.40894, -75.40894, -75.3479, -75.59204, 
0.8365, -75.10376, -75.3479, -75.50049, -75.53101, -75.65308, -75.56152, -75.53101, -75.71411, -75.59204, -75.89722, -75.77515, -75.53101, -75.65308, -75.50049, -75.62256, -75.43945, -75.10376, -75.56152, -75.68359, -75.40894, 
0.8366, -75.46997, -75.04272, -75.25635, -75.53101, -75.71411, -75.80566, -75.62256, -75.74463, -75.50049, -75.3479, -75.8667, -75.53101, -75.68359, -75.46997, -75.22583, -75.50049, -74.95117, -75.40894, -75.37842, -75.59204, 
0.8367, -75.25635, -75.10376, -75.10376, -75.56152, -75.65308, -75.59204, -75.59204, -75.95825, -75.95825, -75.62256, -75.40894, -75.83618, -75.62256, -75.68359, -75.50049, -75.25635, -75.3479, -75.3479, -75.46997, -75.62256, 
0.8368, -75.53101, -75.31738, -75.22583, -75.56152, -75.74463, -75.74463, -75.37842, -75.65308, -75.77515, -75.8667, -75.71411, -75.50049, -75.53101, -75.65308, -75.59204, -75.43945, -75.31738, -75.59204, -75.50049, -75.43945, 
0.8369, -75.25635, -75.59204, -75.25635, -75.40894, -75.50049, -75.80566, -75.68359, -75.80566, -75.77515, -75.92773, -75.68359, -75.80566, -75.80566, -75.53101, -75.56152, -75.71411, -75.43945, -75.46997, -75.56152, -75.43945, 
0.837, -75.50049, -75.37842, -75.43945, -75.50049, -75.71411, -75.56152, -75.68359, -75.43945, -75.65308, -75.56152, -75.77515, -75.71411, -75.8667, -75.56152, -75.56152, -75.46997, -75.10376, -75.37842, -75.65308, -75.56152, 
0.8371, -75.31738, -75.59204, -75.13428, -75.56152, -75.68359, -75.56152, -75.50049, -75.80566, -75.28687, -75.53101, -75.56152, -75.65308, -75.53101, -75.46997, -75.62256, -75.43945, -75.25635, -75.53101, -75.62256, -75.71411, 
0.8372, -75.25635, -75.25635, -75.31738, -75.50049, -75.8667, -75.59204, -75.56152, -75.59204, -75.89722, -75.43945, -75.43945, -75.62256, -75.71411, -75.40894, -75.56152, -75.46997, -75.16479, -75.40894, -75.59204, -75.56152, 
0.8373, -75.40894, -75.16479, -75.43945, -75.62256, -75.71411, -75.74463, -75.43945, -75.83618, -75.65308, -75.80566, -75.28687, -75.68359, -75.74463, -75.3479, -75.46997, -75.50049, -75.40894, -75.31738, -75.50049, -75.43945, 
0.8374, -75.56152, -75.04272, -75.10376, -75.62256, -75.68359, -75.62256, -75.43945, -75.46997, -75.53101, -75.50049, -75.56152, -75.3479, -75.65308, -75.56152, -75.46997, -75.10376, -75.22583, -75.56152, -75.40894, -75.62256, 
0.8375, -75.65308, -75.16479, -75.46997, -75.40894, -75.65308, -75.50049, -75.74463, -75.74463, -75.62256, -75.71411, -75.37842, -75.80566, -75.43945, -75.65308, -75.59204, -75.3479, -75.07324, -75.04272, -75.37842, -75.37842, 
0.8376, -75.22583, -75.46997, -75.50049, -75.56152, -75.59204, -75.62256, -75.74463, -75.83618, -75.53101, -75.53101, -75.56152, -75.68359, -75.68359, -75.46997, -75.65308, -75.43945, -75.13428, -75.40894, -75.46997, -75.68359, 
0.8377, -75.10376, -75.19531, -75.28687, -75.53101, -75.68359, -75.80566, -75.80566, -75.77515, -75.8667, -75.71411, -75.37842, -75.56152, -75.89722, -75.40894, -75.40894, -75.3479, -75.43945, -75.46997, -75.59204, -75.3479, 
0.8378, -75.25635, -75.19531, -75.43945, -75.50049, -75.68359, -75.8667, -75.56152, -75.59204, -75.65308, -75.71411, -75.46997, -75.46997, -75.59204, -75.46997, -75.37842, -75.31738, -75.10376, -75.46997, -75.62256, -75.56152, 
0.8379, -75.46997, -75.3479, -75.22583, -75.77515, -75.62256, -75.62256, -75.68359, -75.65308, -75.65308, -75.40894, -75.68359, -75.62256, -75.80566, -75.59204, -75.65308, -75.22583, -75.28687, -75.59204, -75.53101, -75.62256, 
0.838, -75.50049, -75.22583, -75.65308, -75.53101, -75.77515, -75.77515, -75.37842, -75.8667, -75.53101, -75.31738, -75.68359, -75.68359, -75.53101, -75.56152, -75.53101, -75.37842, -75.19531, -75.37842, -75.62256, -75.56152, 
0.8381, -75.19531, -75.31738, -75.56152, -75.65308, -75.62256, -75.50049, -75.74463, -75.83618, -75.74463, -75.62256, -75.40894, -75.37842, -75.65308, -75.40894, -75.46997, -75.53101, -75.43945, -75.16479, -75.25635, -75.56152, 
0.8382, -75.43945, -75.01221, -75.40894, -75.59204, -75.53101, -75.98877, -75.68359, -75.74463, -75.62256, -75.68359, -75.74463, -75.46997, -75.83618, -75.46997, -75.37842, -75.40894, -75.13428, -75.28687, -75.65308, -75.56152, 
0.8383, -75.01221, -75.37842, -75.40894, -75.13428, -75.68359, -75.74463, -75.62256, -75.59204, -75.62256, -75.65308, -75.31738, -75.59204, -75.59204, -75.56152, -75.56152, -75.46997, -75.50049, -75.3479, -75.43945, -75.56152, 
0.8384, -75.43945, -75.22583, -75.31738, -75.43945, -75.28687, -75.80566, -75.50049, -75.68359, -75.77515, -75.65308, -75.74463, -75.40894, -75.65308, -75.46997, -75.59204, -75.40894, -75.13428, -75.40894, -75.71411, -75.40894, 
0.8385, -75.31738, -75.53101, -75.46997, -75.25635, -75.50049, -75.28687, -75.68359, -75.65308, -75.74463, -75.62256, -75.56152, -75.65308, -75.62256, -75.40894, -75.65308, -75.3479, -75.16479, -75.53101, -75.40894, -75.83618, 
0.8386, -75.31738, -75.3479, -75.43945, -75.50049, -75.40894, -75.65308, -75.46997, -75.46997, -75.53101, -75.50049, -75.46997, -75.65308, -75.62256, -75.50049, -75.43945, -75.50049, -75.37842, -75.16479, -75.50049, -75.53101, 
0.8387, -75.25635, -75.25635, -75.56152, -75.31738, -75.56152, -75.46997, -75.28687, -75.62256, -75.71411, -75.25635, -75.50049, -75.37842, -75.43945, -75.56152, -75.53101, -75.13428, -75.3479, -75.13428, -75.31738, -75.71411, 
0.8388, -75.43945, -75.19531, -75.56152, -75.53101, -75.40894, -75.62256, -75.40894, -75.65308, -75.62256, -75.83618, -75.40894, -75.3479, -75.43945, -75.43945, -75.56152, -75.3479, -75.25635, -75.53101, -75.40894, -75.37842, 
0.8389, -75.43945, -75.40894, -75.37842, -75.43945, -75.71411, -75.43945, -75.59204, -75.59204, -75.56152, -75.77515, -75.80566, -75.3479, -75.31738, -75.25635, -75.65308, -75.31738, -75.31738, -75.59204, -75.59204, -75.46997, 
0.839, -75.50049, -75.46997, -75.46997, -75.59204, -75.65308, -75.53101, -75.43945, -75.53101, -75.74463, -75.40894, -75.68359, -75.68359, -75.46997, -75.31738, -75.43945, -75.43945, -75.22583, -75.62256, -75.46997, -75.28687, 
0.8391, -75.40894, -75.3479, -75.46997, -75.28687, -75.62256, -75.46997, -75.59204, -75.53101, -75.40894, -75.62256, -75.16479, -75.65308, -75.68359, -75.59204, -75.28687, -75.59204, -75.28687, -75.50049, -75.53101, -75.74463, 
0.8392, -75.13428, -75.19531, -75.10376, -75.53101, -75.28687, -75.56152, -75.50049, -75.53101, -75.65308, -75.3479, -75.59204, -75.37842, -75.37842, -75.40894, -75.53101, -75.25635, -75.3479, -75.22583, -75.43945, -75.40894, 
0.8393, -75.16479, -75.25635, -75.50049, -75.37842, -75.53101, -75.46997, -75.68359, -75.68359, -75.43945, -75.43945, -75.56152, -75.43945, -75.71411, -75.19531, -75.50049, -75.19531, -75.10376, -75.56152, -75.59204, -75.71411, 
0.8394, -75.59204, -75.22583, -75.19531, -75.59204, -75.43945, -75.50049, -75.40894, -75.62256, -75.50049, -75.19531, -75.71411, -75.43945, -75.31738, -75.3479, -75.3479, -75.13428, -75.22583, -75.40894, -75.46997, -75.62256, 
0.8395, -75.59204, -75.40894, -75.37842, -75.50049, -75.46997, -75.59204, -75.46997, -75.43945, -75.77515, -75.74463, -75.68359, -75.46997, -75.56152, -75.13428, -75.59204, -75.43945, -75.19531, -75.40894, -75.50049, -75.53101, 
0.8396, -75.31738, -75.37842, -75.31738, -75.56152, -75.43945, -75.77515, -75.43945, -75.62256, -75.40894, -75.68359, -75.77515, -75.62256, -75.10376, -75.31738, -75.07324, -75.40894, -75.25635, -75.16479, -75.3479, -75.56152, 
0.8397, -75.56152, -75.10376, -75.28687, -75.56152, -75.31738, -75.77515, -75.68359, -75.74463, -75.65308, -75.53101, -75.46997, -75.50049, -75.71411, -75.3479, -75.37842, -75.3479, -75.25635, -75.40894, -75.37842, -75.50049, 
0.8398, -75.56152, -75.25635, -75.01221, -75.56152, -75.65308, -75.80566, -75.59204, -75.50049, -75.59204, -75.37842, -75.53101, -75.71411, -75.71411, -75.62256, -75.43945, -75.22583, -74.95117, -75.31738, -75.59204, -75.68359, 
0.8399, -75.53101, -75.50049, -75.16479, -75.19531, -75.50049, -75.46997, -75.59204, -75.77515, -75.53101, -75.68359, -75.50049, -75.62256, -75.25635, -75.71411, -75.56152, -75.19531, -75.10376, -75.46997, -75.40894, -75.59204, 
0.84, -75.31738, -75.37842, -75.01221, -75.22583, -75.43945, -75.62256, -75.59204, -75.53101, -75.40894, -75.37842, -75.53101, -75.22583, -75.59204, -75.3479, -75.25635, -75.3479, -75.25635, -75.22583, -75.46997, -75.62256, 
0.8401, -75.37842, -75.13428, -75.16479, -75.59204, -75.31738, -75.62256, -75.62256, -75.68359, -75.62256, -75.68359, -75.3479, -75.71411, -75.37842, -75.56152, -75.04272, -75.31738, -75.28687, -75.19531, -75.43945, -75.74463, 
0.8402, -75.25635, -75.13428, -74.79858, -75.46997, -75.77515, -75.53101, -75.77515, -75.71411, -75.53101, -75.46997, -75.46997, -75.56152, -75.56152, -75.22583, -75.31738, -75.3479, -75.22583, -75.50049, -75.25635, -75.40894, 
0.8403, -75.28687, -75.22583, -75.01221, -75.10376, -75.50049, -75.68359, -75.22583, -75.68359, -75.62256, -75.59204, -75.53101, -75.43945, -75.62256, -75.43945, -75.28687, -75.31738, -74.98169, -75.25635, -75.59204, -75.59204, 
0.8404, -75.50049, -75.43945, -74.89014, -75.50049, -75.40894, -75.56152, -75.59204, -75.31738, -75.59204, -75.56152, -75.65308, -75.3479, -75.37842, -75.53101, -75.31738, -75.28687, -75.37842, -75.53101, -75.3479, -75.59204, 
0.8405, -75.28687, -75.25635, -75.01221, -75.3479, -75.62256, -75.71411, -75.53101, -75.53101, -75.16479, -75.50049, -75.46997, -75.65308, -75.56152, -75.43945, -75.37842, -75.22583, -75.31738, -75.53101, -75.68359, -75.3479, 
0.8406, -75.37842, -75.3479, -74.85962, -75.50049, -75.3479, -75.53101, -75.8667, -75.77515, -75.56152, -75.3479, -75.68359, -75.37842, -75.68359, -75.43945, -75.19531, -75.37842, -74.89014, -75.28687, -75.37842, -75.68359, 
0.8407, -75.40894, -75.19531, -74.8291, -75.3479, -75.56152, -75.50049, -75.53101, -75.8667, -75.53101, -75.74463, -75.71411, -75.68359, -75.50049, -75.50049, -75.22583, -75.40894, -75.22583, -75.19531, -75.46997, -75.46997, 
0.8408, -75.50049, -75.19531, -74.85962, -75.46997, -75.46997, -75.65308, -75.43945, -75.43945, -75.62256, -75.56152, -75.71411, -75.59204, -75.62256, -75.19531, -75.50049, -75.43945, -75.28687, -75.22583, -75.25635, -75.65308, 
0.8409, -75.43945, -75.40894, -74.89014, -75.46997, -75.50049, -75.59204, -75.62256, -75.71411, -75.16479, -75.74463, -75.68359, -75.40894, -75.56152, -75.43945, -75.28687, -75.3479, -75.13428, -75.31738, -75.37842, -75.22583, 
0.841, -75.53101, -75.43945, -75.13428, -75.53101, -75.40894, -75.28687, -75.50049, -75.37842, -75.3479, -75.3479, -75.53101, -75.56152, -75.3479, -75.56152, -75.31738, -75.3479, -75.04272, -75.37842, -75.43945, -75.50049, 
0.8411, -75.37842, -75.46997, -74.89014, -75.62256, -75.53101, -75.77515, -75.46997, -75.62256, -75.19531, -75.46997, -75.65308, -75.53101, -75.56152, -75.46997, -75.56152, -75.01221, -75.50049, -75.28687, -75.46997, -75.74463, 
0.8412, -75.07324, -75.3479, -74.8291, -75.43945, -75.65308, -75.62256, -75.46997, -75.53101, -75.74463, -75.28687, -75.40894, -75.65308, -75.68359, -75.3479, -75.22583, -75.16479, -75.07324, -75.40894, -75.46997, -75.50049, 
0.8413, -75.37842, -75.28687, -74.92065, -75.50049, -75.40894, -75.59204, -75.28687, -75.65308, -75.40894, -75.43945, -75.59204, -75.22583, -75.46997, -75.56152, -75.16479, -75.22583, -75.13428, -75.13428, -75.62256, -75.3479, 
0.8414, -75.53101, -75.59204, -74.55444, -75.53101, -75.62256, -75.71411, -75.22583, -75.62256, -75.62256, -75.31738, -75.65308, -75.56152, -75.31738, -75.46997, -75.53101, -75.28687, -75.04272, -75.13428, -75.3479, -75.74463, 
0.8415, -75.50049, -75.3479, -74.95117, -75.19531, -75.62256, -75.43945, -75.43945, -75.31738, -75.40894, -75.46997, -75.53101, -75.59204, -75.25635, -75.28687, -75.59204, -75.16479, -75.25635, -75.16479, -75.16479, -75.59204, 
0.8416, -75.22583, -75.43945, -75.01221, -75.53101, -75.59204, -75.77515, -75.22583, -75.77515, -75.62256, -75.50049, -75.74463, -75.68359, -75.50049, -75.40894, -75.25635, -75.40894, -75.16479, -75.40894, -75.37842, -75.31738, 
0.8417, -75.37842, -75.25635, -74.8291, -75.65308, -75.68359, -75.68359, -75.62256, -75.59204, -75.77515, -75.40894, -75.59204, -75.53101, -75.62256, -75.25635, -75.28687, -75.22583, -75.22583, -75.40894, -75.53101, -75.50049, 
0.8418, -75.59204, -75.22583, -74.92065, -75.43945, -75.56152, -75.68359, -75.53101, -75.56152, -75.53101, -75.80566, -75.25635, -75.46997, -75.28687, -75.56152, -75.3479, -75.13428, -75.50049, -75.22583, -75.43945, -75.59204, 
0.8419, -75.31738, -75.31738, -74.76807, -75.65308, -75.65308, -75.62256, -75.62256, -75.77515, -75.40894, -75.50049, -75.46997, -75.3479, -75.43945, -75.31738, -75.19531, -75.28687, -75.07324, -75.53101, -75.50049, -75.40894, 
0.842, -75.53101, -75.28687, -74.95117, -75.31738, -75.74463, -75.71411, -75.50049, -75.59204, -75.68359, -75.43945, -75.50049, -75.16479, -75.43945, -75.19531, -75.10376, -75.28687, -75.16479, -75.10376, -75.56152, -75.53101, 
0.8421, -75.28687, -75.56152, -74.8291, -75.71411, -75.62256, -75.8667, -75.65308, -75.59204, -75.37842, -75.46997, -75.37842, -75.53101, -75.50049, -75.25635, -75.31738, -74.95117, -75.01221, -75.28687, -75.31738, -75.56152, 
0.8422, -75.43945, -75.3479, -74.95117, -75.56152, -75.8667, -75.62256, -75.46997, -75.71411, -75.40894, -75.43945, -75.46997, -75.50049, -75.59204, -75.3479, -75.13428, -75.37842, -75.25635, -75.3479, -75.28687, -75.56152, 
0.8423, -75.59204, -75.53101, -74.70703, -75.3479, -75.46997, -75.65308, -75.71411, -75.74463, -75.59204, -75.56152, -75.37842, -75.50049, -75.46997, -75.50049, -75.37842, -75.25635, -75.13428, -75.53101, -75.43945, -75.53101, 
0.8424, -75.37842, -75.43945, -75.07324, -75.28687, -75.59204, -75.8667, -75.59204, -75.77515, -75.65308, -75.56152, -75.43945, -75.22583, -75.37842, -75.46997, -75.43945, -75.16479, -75.10376, -75.3479, -75.68359, -75.53101, 
